time_s,ax,ay,az,gx,gy,gz,current,voltage,power
600.101,636.0,-848.0,21688.0,-309.0,294.0,-24.0,0.124,11.04,1.31
600.209,552.0,224.0,22304.0,-368.0,430.0,-150.0,0.189,11.16,2.11
600.317,2348.0,-1508.0,20192.0,-344.0,576.0,103.0,0.164,11.11,1.82
600.425,780.0,-436.0,21692.0,-497.0,496.0,6.0,0.079,10.97,0.86
600.533,1912.0,268.0,19972.0,-599.0,680.0,58.0,0.097,10.96,1.07
600.641,2660.0,632.0,20384.0,-301.0,-77.0,-157.0,0.151,11.09,1.68
600.749,1692.0,212.0,21820.0,-149.0,402.0,-619.0,0.194,11.14,2.16
600.857,4116.0,-132.0,18536.0,-449.0,-131.0,315.0,0.135,11.08,1.49
600.965,1396.0,992.0,20848.0,-599.0,379.0,-267.0,0.076,10.96,0.83
601.073,2080.0,-12.0,20272.0,-386.0,168.0,-18.0,0.107,11.01,1.18
601.18,1652.0,252.0,19820.0,-211.0,127.0,267.0,0.177,11.13,1.98
601.289,2012.0,-832.0,19436.0,-168.0,686.0,-334.0,0.175,11.13,2.05
601.397,1260.0,-760.0,20232.0,-353.0,352.0,-121.0,0.105,11.03,1.15
601.506,1508.0,-612.0,22048.0,-289.0,611.0,-358.0,0.083,10.92,0.91
601.614,2884.0,920.0,19660.0,-560.0,188.0,511.0,0.123,11.02,1.36
601.722,132.0,-1016.0,21604.0,-191.0,-208.0,132.0,0.183,11.15,2.04
601.83,1428.0,1416.0,19964.0,-824.0,-159.0,-7.0,0.177,11.14,1.97
601.937,2084.0,-100.0,20704.0,-463.0,551.0,-416.0,0.095,11.02,1.05
602.046,-2316.0,56.0,24368.0,-318.0,-849.0,383.0,0.082,10.93,0.9
602.154,-484.0,68.0,21140.0,-805.0,509.0,-588.0,0.111,11.0,1.23
602.262,1420.0,-896.0,20884.0,-298.0,397.0,-140.0,0.188,11.15,2.09
602.371,-840.0,-2076.0,22524.0,-510.0,-54.0,-281.0,0.184,11.14,2.04
602.478,284.0,672.0,22204.0,-563.0,155.0,-176.0,0.121,11.03,1.34
602.586,-192.0,-936.0,20436.0,-387.0,-181.0,95.0,0.076,10.96,0.83
602.694,-1796.0,-1544.0,24320.0,-385.0,-115.0,-37.0,0.108,11.02,1.19
602.802,632.0,-1604.0,23884.0,-414.0,267.0,-381.0,0.193,11.15,2.0
602.91,-276.0,-816.0,22000.0,-606.0,323.0,-91.0,0.177,11.13,1.97
603.018,192.0,-2136.0,23028.0,-155.0,112.0,-32.0,0.112,11.04,1.23
603.126,-172.0,504.0,22840.0,-627.0,83.0,-248.0,0.082,10.96,0.9
603.234,2256.0,656.0,20992.0,-498.0,415.0,-77.0,0.123,11.03,1.37
603.343,-1064.0,-1216.0,23096.0,-382.0,-163.0,-205.0,0.189,11.16,2.11
603.45,-8.0,-1176.0,22684.0,-295.0,223.0,-445.0,0.162,11.1,1.8
603.559,-2088.0,-1580.0,23580.0,-233.0,-559.0,-83.0,0.083,10.99,0.91
603.667,1324.0,-1952.0,21332.0,-384.0,347.0,214.0,0.089,10.96,0.97
603.774,240.0,536.0,21612.0,-363.0,-170.0,10.0,0.157,11.09,1.75
603.883,576.0,828.0,21804.0,-471.0,236.0,-267.0,0.193,11.16,2.16
