time_s,ax,ay,az,gx,gy,gz,current,voltage,power
300.042,3768.0,984.0,19980.0,-652.0,646.0,84.0,0.18,11.75,2.12
300.15,3904.0,1368.0,19404.0,-304.0,246.0,-44.0,0.178,11.72,2.08
300.258,2388.0,1004.0,20996.0,-527.0,190.0,374.0,0.079,11.56,0.91
300.367,2064.0,-2576.0,21520.0,-547.0,561.0,-279.0,0.112,11.6,1.31
300.474,1012.0,-1376.0,20940.0,71.0,-55.0,28.0,0.202,11.78,2.38
300.583,1324.0,-1400.0,20580.0,-40.0,620.0,-384.0,0.153,11.7,1.78
300.691,1064.0,-3484.0,22832.0,-70.0,1420.0,-137.0,0.078,11.55,0.9
300.799,3544.0,-736.0,18948.0,-512.0,526.0,85.0,0.135,11.67,1.58
300.906,-3980.0,-44.0,25252.0,85.0,-1279.0,-141.0,0.188,11.77,2.21
301.015,-2496.0,1144.0,23152.0,-386.0,-65.0,-457.0,0.114,11.66,1.63
301.123,2728.0,352.0,21020.0,-836.0,728.0,243.0,0.085,11.54,0.98
301.231,2576.0,-1328.0,19264.0,19.0,-242.0,-137.0,0.141,11.66,1.65
301.338,4492.0,-604.0,17868.0,157.0,806.0,236.0,0.193,11.76,2.26
301.447,-168.0,-700.0,24504.0,-174.0,357.0,-225.0,0.111,11.66,1.29
301.555,120.0,-996.0,22092.0,-841.0,411.0,-84.0,0.086,11.55,0.99
301.662,1792.0,-1052.0,19776.0,-77.0,45.0,-196.0,0.172,11.72,2.02
301.771,2888.0,-1280.0,20216.0,91.0,283.0,204.0,0.196,11.75,2.29
301.879,6236.0,1764.0,16028.0,-370.0,864.0,636.0,0.083,11.58,1.09
301.987,1756.0,-760.0,21040.0,-515.0,277.0,-180.0,0.107,11.6,1.24
302.094,624.0,-248.0,20936.0,-43.0,-85.0,81.0,0.195,11.76,2.3
302.204,2368.0,-1072.0,19752.0,-293.0,326.0,398.0,0.155,11.69,1.81
302.311,2760.0,-164.0,19628.0,-443.0,-70.0,32.0,0.077,11.55,0.89
302.419,912.0,540.0,22440.0,-654.0,28.0,221.0,0.122,11.66,1.43
302.528,-1020.0,-1868.0,21856.0,-93.0,-75.0,-395.0,0.199,11.76,2.34
302.636,-4376.0,92.0,26840.0,-519.0,-1138.0,-258.0,0.13,11.67,1.51
302.744,2012.0,-1092.0,21180.0,-694.0,266.0,108.0,0.09,11.55,1.05
302.852,-300.0,-2124.0,22692.0,-147.0,143.0,-281.0,0.167,11.7,1.96
302.96,1704.0,1268.0,20280.0,-409.0,242.0,-103.0,0.189,11.75,2.22
303.068,-992.0,1152.0,25792.0,-679.0,85.0,-439.0,0.083,11.57,0.95
303.176,-1792.0,24.0,24068.0,-566.0,236.0,-807.0,0.108,11.59,1.25
303.284,1440.0,-1132.0,22036.0,-166.0,378.0,-230.0,0.194,11.77,2.29
303.392,2344.0,3104.0,18400.0,-20.0,-93.0,245.0,0.156,11.69,1.82
303.5,4688.0,2196.0,18772.0,-718.0,1084.0,182.0,0.078,11.55,0.89
303.609,-1980.0,-2448.0,25348.0,-681.0,-270.0,-161.0,0.133,11.66,1.55
303.716,2612.0,-632.0,18680.0,192.0,475.0,-197.0,0.199,11.78,2.34
303.824,3660.0,-32.0,20008.0,-395.0,1267.0,-347.0,0.131,11.65,1.52
303.933,-1564.0,-1020.0,25532.0,-458.0,68.0,-360.0,0.094,11.54,1.09
304.041,2068.0,-1308.0,18644.0,-479.0,372.0,85.0,0.166,11.72,1.95
304.148,1544.0,-3168.0,20424.0,370.0,242.0,-353.0,0.172,11.73,2.2
304.256,1320.0,-1024.0,20736.0,-275.0,200.0,-115.0,0.082,11.57,0.95
304.365,4244.0,2344.0,16532.0,-366.0,-1197.0,127.0,0.111,11.59,1.29
304.473,372.0,-680.0,22816.0,-406.0,168.0,-124.0,0.203,11.77,2.39
304.581,112.0,1408.0,21272.0,-316.0,-41.0,-154.0,0.154,11.69,1.8
304.689,-504.0,2028.0,22968.0,-801.0,-325.0,271.0,0.079,11.54,0.91
304.797,-292.0,188.0,23676.0,-821.0,-95.0,-290.0,0.144,11.66,1.69
304.905,-1280.0,-1724.0,25404.0,-517.0,1066.0,-328.0,0.196,11.76,2.3
305.012,3724.0,-664.0,18896.0,63.0,485.0,64.0,0.092,11.6,1.06
305.121,412.0,3852.0,21656.0,-889.0,674.0,-384.0,0.098,11.56,1.13
305.229,-2076.0,-52.0,24308.0,-695.0,-872.0,246.0,0.178,11.74,2.09
305.337,2540.0,-1932.0,20036.0,-166.0,424.0,115.0,0.17,11.71,1.99
305.445,-1756.0,544.0,24716.0,48.0,-142.0,-639.0,0.08,11.56,0.93
305.553,-920.0,640.0,22132.0,-440.0,-280.0,-193.0,0.108,11.61,1.25
305.661,1712.0,1828.0,20096.0,-989.0,-19.0,235.0,0.202,11.77,2.37
305.77,-1304.0,-1848.0,23096.0,-128.0,-204.0,-248.0,0.157,11.7,1.84
305.878,-1068.0,-2060.0,25572.0,154.0,34.0,-177.0,0.08,11.55,0.93
305.986,2492.0,1644.0,19984.0,-301.0,324.0,-190.0,0.131,11.64,1.53
306.094,4436.0,-1516.0,19336.0,-456.0,1170.0,670.0,0.199,11.76,2.34
306.202,668.0,-520.0,22496.0,-394.0,-95.0,21.0,0.108,11.65,1.26
306.31,1172.0,860.0,20476.0,-139.0,25.0,152.0,0.088,11.54,1.02
306.417,1136.0,-680.0,22808.0,-587.0,-23.0,362.0,0.177,11.74,1.7
306.526,2284.0,-244.0,21044.0,-700.0,478.0,-42.0,0.185,11.73,2.17
306.634,-3484.0,-2624.0,24240.0,-437.0,-233.0,-873.0,0.09,11.6,1.04
306.741,4464.0,-1064.0,17744.0,-130.0,828.0,-18.0,0.11,11.6,1.28
306.849,4436.0,2196.0,18460.0,-671.0,1243.0,182.0,0.209,11.76,2.45
306.958,2108.0,1188.0,20472.0,-907.0,-584.0,83.0,0.162,11.71,1.89
307.065,4228.0,-1768.0,18612.0,-89.0,650.0,-126.0,0.081,11.53,0.93
307.174,-2140.0,24.0,24696.0,53.0,-525.0,-100.0,0.129,11.64,1.5
307.282,1464.0,1900.0,19608.0,-377.0,-250.0,11.0,0.198,11.76,2.32
307.39,3516.0,1508.0,18600.0,-847.0,109.0,532.0,0.108,11.65,1.25
307.499,-1780.0,-2372.0,24380.0,-197.0,-705.0,-54.0,0.088,11.55,1.02
307.607,-1504.0,-2084.0,23944.0,210.0,-213.0,-593.0,0.178,11.74,2.09
307.714,868.0,16.0,20836.0,-168.0,355.0,-286.0,0.177,11.74,2.08
307.823,-2608.0,-244.0,23956.0,-562.0,-337.0,-673.0,0.092,11.56,1.06
307.931,1576.0,-1692.0,20320.0,39.0,234.0,-9.0,0.109,11.59,1.27
308.039,-1716.0,-812.0,22680.0,-9.0,-526.0,-160.0,0.202,11.76,2.38
308.147,1108.0,216.0,20832.0,-391.0,340.0,-283.0,0.156,11.69,1.82
308.255,1084.0,264.0,20900.0,-671.0,151.0,193.0,0.077,11.54,0.89
308.363,80.0,-2344.0,22524.0,-59.0,-147.0,-81.0,0.125,11.62,1.45
308.471,328.0,-56.0,21772.0,-411.0,-31.0,315.0,0.198,11.76,2.32
308.579,-2128.0,-3740.0,25552.0,-675.0,108.0,-928.0,0.115,11.66,1.33
308.686,344.0,-1140.0,22368.0,-187.0,340.0,-154.0,0.097,11.56,1.05
308.795,-1008.0,-896.0,21700.0,-152.0,134.0,-81.0,0.18,11.73,2.12
308.903,-968.0,1024.0,22956.0,-923.0,55.0,60.0,0.179,11.73,2.09
309.011,-828.0,-976.0,22116.0,-709.0,-275.0,-485.0,0.08,11.56,0.93
309.12,-1252.0,-1332.0,24980.0,-349.0,243.0,-796.0,0.113,11.59,1.31
309.228,3820.0,-1084.0,20460.0,-88.0,1163.0,-469.0,0.19,11.76,2.24
309.335,-4520.0,-1108.0,27872.0,-1073.0,614.0,-539.0,0.154,11.69,1.79
309.444,3760.0,-600.0,19268.0,-450.0,372.0,459.0,0.077,11.55,0.89
309.552,1812.0,-1388.0,20572.0,138.0,487.0,-647.0,0.137,11.66,1.44
309.66,3496.0,1440.0,19996.0,-301.0,631.0,181.0,0.2,11.76,2.35
309.768,2128.0,-608.0,21308.0,-794.0,798.0,-193.0,0.132,11.67,1.53
309.876,2748.0,-4624.0,19052.0,157.0,516.0,281.0,0.09,11.55,1.04
309.984,4560.0,492.0,19632.0,-124.0,747.0,43.0,0.159,11.7,1.87
310.091,-592.0,-1344.0,24856.0,-129.0,155.0,-694.0,0.208,11.72,2.43
310.199,-348.0,-88.0,23804.0,-537.0,124.0,-337.0,0.093,11.6,1.07
310.308,-136.0,1464.0,22632.0,-459.0,-70.0,72.0,0.1,11.55,1.16
310.416,976.0,-352.0,21004.0,-101.0,99.0,-24.0,0.195,11.76,2.29
310.524,492.0,1052.0,21796.0,-468.0,-369.0,-268.0,0.171,11.72,2.01
310.632,2952.0,-1708.0,19764.0,-556.0,506.0,-123.0,0.081,11.55,0.94
310.74,136.0,-2100.0,22616.0,-237.0,-160.0,5.0,0.124,11.62,1.44
310.847,1076.0,-464.0,21912.0,-301.0,313.0,-150.0,0.2,11.77,2.36
310.956,1324.0,3152.0,20516.0,-721.0,232.0,124.0,0.129,11.67,1.82
311.063,2772.0,616.0,19016.0,-762.0,-333.0,641.0,0.08,11.54,0.93
311.173,1472.0,-1516.0,20964.0,-254.0,226.0,-406.0,0.129,11.66,1.51
311.281,2380.0,1100.0,21096.0,-80.0,536.0,-54.0,0.192,11.74,2.25
311.389,-404.0,816.0,21700.0,-796.0,597.0,-662.0,0.097,11.61,1.13
311.497,-2468.0,-1440.0,25068.0,-629.0,-188.0,-430.0,0.101,11.54,1.17
311.605,-28.0,-3840.0,22264.0,-68.0,5.0,-704.0,0.195,11.76,2.3
311.712,3088.0,216.0,20504.0,-95.0,602.0,-161.0,0.165,11.71,1.93
311.821,9140.0,1732.0,12320.0,-138.0,1309.0,297.0,0.074,11.56,0.91
311.929,-1348.0,-864.0,24556.0,-607.0,-133.0,-244.0,0.126,11.63,1.48
312.037,1920.0,2572.0,18724.0,-371.0,-23.0,418.0,0.203,11.77,2.39
312.145,2436.0,-1112.0,19880.0,49.0,331.0,28.0,0.111,11.65,1.29
312.253,268.0,528.0,20840.0,-318.0,-193.0,-241.0,0.089,11.52,1.03
312.361,1452.0,-1584.0,20260.0,-535.0,5.0,-347.0,0.155,11.72,1.82
312.469,900.0,-1128.0,21840.0,-557.0,242.0,-40.0,0.184,11.72,2.16
312.577,1332.0,536.0,19092.0,-318.0,341.0,208.0,0.091,11.59,1.06
312.685,1040.0,-1596.0,21748.0,-61.0,930.0,-693.0,0.112,11.58,1.31
312.794,-3052.0,-1972.0,26140.0,-779.0,875.0,-25.0,0.19,11.76,2.24
312.901,2620.0,272.0,19316.0,-636.0,-48.0,714.0,0.167,11.71,1.95
313.01,3184.0,-1960.0,19280.0,-35.0,611.0,-179.0,0.079,11.53,0.91
313.118,-2352.0,332.0,23148.0,-58.0,-870.0,42.0,0.124,11.62,1.45
313.226,-1804.0,924.0,24128.0,-523.0,-440.0,-161.0,0.201,11.76,2.37
313.333,-88.0,2748.0,22976.0,-799.0,-433.0,-228.0,0.135,11.67,1.57
313.442,1756.0,-2332.0,21508.0,-486.0,498.0,-36.0,0.079,11.54,0.91
313.55,1660.0,-1548.0,20516.0,-53.0,182.0,-213.0,0.156,11.69,1.83
313.658,24.0,-1512.0,21820.0,-179.0,-47.0,177.0,0.195,11.74,2.29
313.765,-5748.0,-1024.0,25476.0,-470.0,-1147.0,-430.0,0.106,11.64,1.23
313.874,308.0,-1604.0,21132.0,-394.0,136.0,20.0,0.099,11.57,1.15
313.982,-700.0,-2796.0,22476.0,-148.0,443.0,-89.0,0.185,11.73,2.17
314.09,1272.0,416.0,21100.0,-612.0,648.0,-362.0,0.169,11.7,2.09
314.198,196.0,284.0,23404.0,-460.0,9.0,207.0,0.079,11.54,0.91
314.307,-2336.0,2568.0,22080.0,-812.0,-1057.0,-149.0,0.12,11.59,1.4
314.413,2200.0,-1800.0,20268.0,-330.0,404.0,3.0,0.199,11.76,2.34
314.522,3556.0,2536.0,18640.0,242.0,-779.0,-201.0,0.143,11.65,1.67
314.631,-1256.0,-368.0,23988.0,-74.0,-162.0,-205.0,0.079,11.54,0.91
314.74,-3444.0,2600.0,24576.0,-795.0,-731.0,-360.0,0.158,11.68,1.85
314.846,752.0,-1660.0,21624.0,-506.0,-146.0,38.0,0.195,11.76,2.28
314.955,-964.0,-2196.0,23876.0,-115.0,31.0,-406.0,0.103,11.61,1.19
315.063,900.0,-1788.0,21628.0,-59.0,198.0,-262.0,0.09,11.55,1.05
315.17,3064.0,576.0,19996.0,-409.0,724.0,170.0,0.157,11.7,1.84
315.279,-2904.0,1180.0,26132.0,-1096.0,195.0,-947.0,0.201,11.74,2.35
315.387,664.0,-452.0,22148.0,-453.0,73.0,28.0,0.092,11.6,1.07
315.495,1040.0,-548.0,19864.0,-25.0,89.0,-230.0,0.092,11.58,1.06
315.603,1820.0,-316.0,20948.0,-222.0,690.0,-193.0,0.184,11.74,2.16
315.711,204.0,-1748.0,21916.0,-544.0,744.0,84.0,0.185,11.74,2.16
315.819,2060.0,-2052.0,19776.0,-465.0,313.0,163.0,0.086,11.57,0.99
315.927,556.0,-1108.0,21088.0,-417.0,-297.0,195.0,0.099,11.56,1.15
316.035,1384.0,-1884.0,21168.0,-40.0,213.0,-353.0,0.178,11.72,2.09
316.143,1032.0,-2340.0,22024.0,131.0,587.0,-342.0,0.17,11.72,1.99
316.251,-424.0,1376.0,21968.0,-621.0,-29.0,102.0,0.084,11.57,0.97
316.36,4636.0,2648.0,17500.0,-829.0,884.0,19.0,0.114,11.59,1.19
316.468,-944.0,-124.0,23992.0,-654.0,71.0,-263.0,0.191,11.76,2.25
316.575,-1472.0,-1016.0,23716.0,-268.0,893.0,-393.0,0.169,11.72,1.97
316.684,-1392.0,-2688.0,24308.0,-114.0,42.0,-261.0,0.078,11.54,0.9
316.792,720.0,-320.0,21540.0,-329.0,129.0,-32.0,0.12,11.61,1.4
316.9,-744.0,652.0,22388.0,-812.0,-690.0,-335.0,0.201,11.76,2.36
317.008,1780.0,-2488.0,19676.0,-413.0,132.0,-115.0,0.137,11.66,1.59
317.115,1256.0,-1776.0,20712.0,-232.0,63.0,186.0,0.078,11.54,0.9
317.224,-1548.0,584.0,24388.0,-116.0,-177.0,-248.0,0.145,11.67,1.69
317.332,864.0,-224.0,21984.0,10.0,147.0,-23.0,0.198,11.76,2.33
317.44,556.0,2904.0,23268.0,-725.0,204.0,-383.0,0.119,11.66,1.38
317.548,3528.0,360.0,19672.0,-705.0,797.0,168.0,0.093,11.54,1.08
317.655,3616.0,2616.0,18040.0,-475.0,-1.0,629.0,0.169,11.72,1.99
317.765,2968.0,-584.0,18644.0,-140.0,-310.0,176.0,0.191,11.72,2.24
317.872,804.0,-2144.0,22388.0,-88.0,670.0,-91.0,0.086,11.57,0.99
317.98,1384.0,588.0,22104.0,-686.0,216.0,397.0,0.1,11.56,1.16
318.087,760.0,104.0,21048.0,-656.0,-183.0,-118.0,0.192,11.75,2.26
318.196,6428.0,-1664.0,19192.0,-313.0,1449.0,158.0,0.169,11.7,1.97
318.305,-476.0,-2496.0,23888.0,-181.0,247.0,-515.0,0.081,11.55,0.93
318.412,5100.0,-148.0,17772.0,37.0,963.0,121.0,0.12,11.61,1.4
318.521,-692.0,-1428.0,23256.0,-27.0,338.0,-577.0,0.199,11.76,2.34
318.629,-4252.0,-1116.0,26516.0,-772.0,-270.0,-878.0,0.134,11.66,1.81
318.736,1020.0,-844.0,21156.0,-634.0,130.0,-44.0,0.08,11.53,0.92
318.845,2676.0,-676.0,19852.0,-157.0,393.0,191.0,0.134,11.64,1.57
318.953,-2116.0,360.0,24012.0,-427.0,-539.0,-49.0,0.197,11.75,2.31
319.06,4.0,188.0,23264.0,-377.0,28.0,-280.0,0.119,11.65,1.38
319.169,10488.0,2852.0,13836.0,-510.0,1782.0,1042.0,0.082,11.53,0.94
319.277,572.0,-1392.0,21548.0,-598.0,98.0,-7.0,0.157,11.69,1.84
319.385,1524.0,-1140.0,21392.0,-558.0,829.0,-522.0,0.197,11.76,2.31
319.493,-1992.0,-2892.0,24480.0,256.0,-15.0,-239.0,0.098,11.62,1.13
319.6,-404.0,2996.0,21008.0,-210.0,-440.0,-459.0,0.091,11.55,1.05
319.709,712.0,216.0,21296.0,-739.0,295.0,19.0,0.156,11.69,1.84
319.818,-140.0,-2468.0,23652.0,-699.0,474.0,-204.0,0.197,11.74,2.3
319.925,1896.0,-2980.0,20476.0,-70.0,86.0,-36.0,0.106,11.62,1.23
320.033,2056.0,-492.0,19580.0,-52.0,274.0,81.0,0.087,11.56,1.01
320.142,1568.0,216.0,22836.0,-474.0,972.0,-969.0,0.174,11.71,2.04
320.25,2472.0,208.0,20228.0,-564.0,417.0,174.0,0.188,11.75,2.2
320.357,632.0,360.0,20512.0,-561.0,28.0,213.0,0.085,11.58,0.98
320.466,-1272.0,-1004.0,24656.0,-384.0,671.0,-256.0,0.099,11.57,1.15
320.574,-1964.0,-1536.0,23832.0,-232.0,-204.0,-181.0,0.182,11.73,2.14
320.682,548.0,-960.0,22244.0,-293.0,232.0,143.0,0.168,11.71,1.96
320.79,3976.0,-816.0,20168.0,-829.0,298.0,287.0,0.083,11.55,0.96
320.898,2588.0,-2368.0,20172.0,-262.0,508.0,-198.0,0.12,11.62,1.25
321.006,-952.0,-2008.0,22996.0,-79.0,-112.0,-208.0,0.199,11.76,2.34
321.114,2728.0,408.0,20256.0,-336.0,783.0,-70.0,0.155,11.7,1.81
321.221,688.0,1576.0,21964.0,-511.0,154.0,-177.0,0.078,11.53,0.9
321.33,332.0,836.0,23504.0,-1032.0,707.0,-129.0,0.127,11.61,1.48
321.438,-688.0,-1084.0,22408.0,-330.0,-596.0,130.0,0.198,11.76,2.33
